COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M),Vivendi,Peer group,Violent genre
TREASURE PLANET,2,0,0,2,TREASURE PLANET,TREASURE PLANET,BUENA VISTA GAMES ,BIZARRE CREATIONS,ADVENTURE,GENERAL ADVENTURE,01-Nov-02,2002,11,E,NO,63.59999847,40.00,0.00,0.00,2,18,0,12,105899,3.88,88.32%,32.50,133601,4.39,No,No,Non violent
TRIBES:AERIAL ASSAULT,1,0,0,1,TRIBES,,VIVENDI UNIVERSAL ,INEVITABLE ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Sep-02,2002,9,T,YES,74.80000305,50.00,0.00,0.00,0,8,0,10,68130,2.72,88.62%,35.00,87839,3.07,Vivendi,Yes,Violent
TRIGGER MAN,3,1,1,1,,,CRAVE ,POINT OF VIEW,ACTION,GENERAL ACTION,01-Oct-04,2004,10,T,NO,26.83333333,13.00,0.00,0.00,0,76,0,179,39744,0.42,57.91%,12.33,66092,0.73,No,No,Violent
TRIPLE PLAY 2002,2,0,1,1,TRIPLE PLAY,MAJOR LEAGUE BASEBALL (MLB),ELECTRONIC ARTS,PANDEMIC STUDIOS,SPORTS,BASEBALL,01-Mar-02,2002,3,E,NO,64.65000153,46.00,14.32,14.32,0,6,1,3,405283,18.50,93.90%,38.50,484751,19.70,No,Yes,Non violent
TRIPLE PLAY BASEBALL,1,0,0,1,TRIPLE PLAY,MAJOR LEAGUE BASEBALL (MLB),ELECTRONIC ARTS,TREYARCH INVENTION,SPORTS,BASEBALL,01-Mar-01,2001,3,E,NO,75.09999847,50.00,0.00,0.00,0,2,0,0,288504,14.32,95.08%,48.00,314796,15.06,No,Yes,Non violent
TRIVIAL PURSUIT UNHINGED,2,0,1,1,TRIVIAL PURSUIT,TRIVIAL PURSUIT,ATARI,ARTECH STUDIOS,FAMILY ,TRADITIONAL BOARD GAMES,01-Mar-04,2004,3,T,YES,51.19999886,23.50,0.00,0.00,0,2,0,4,84547,1.97,80.11%,21.50,116456,2.46,No,No,Non violent
TRON 2.0: KILLER APP,1,0,1,0,,,BUENA VISTA GAMES ,CLIMAX GROUP,SHOOTER,1ST PERSON SHOOTER,01-Nov-04,2004,11,T,YES,69.69999695,31.00,0.00,0.00,0,11,0,19,12158,0.37,58.71%,25.00,25405,0.64,No,No,Violent
TRUE CRIME: STREETS OF L.A.,3,1,1,1,,,ACTIVISION,LUXOFLUX,ACTION,ACTION/DRIVING HYBRID,01-Nov-03,2003,11,M,NO,79.60000102,48.33,0.00,0.00,0,6,0,2,2277369,98.54,94.68%,39.67,2514609,104.08,No,No,Violent
TSUGUNAI: ATONEMENT,1,0,0,1,,,ATLUS,SONY COMPUTER ENTERTAINMENT,RPG,RPG,01-Nov-01,2001,11,T,NO,68,46.00,0.00,0.00,0,12,0,4,10937,0.49,86.88%,43.00,13207,0.57,No,No,Non violent
TUBE SLIDER,1,1,0,0,,,NEC GAMES,NPCUBE,RACING,ACTION ORIENTED RACING,01-Apr-03,2003,4,E,NO,66.59999847,22.00,0.00,0.00,0,17,0,8,12239,0.26,84.42%,20.00,15062,0.30,No,No,Non violent
TUROK: EVOLUTION,3,1,1,1,TUROK,TUROK,ACCLAIM  ,ACCLAIM STUDIOS,SHOOTER,1ST PERSON SHOOTER,01-Aug-02,2002,8,M,NO,67.63333384,42.67,0.00,0.00,0,21,0,11,653330,19.86,83.99%,23.00,1050905,23.65,No,No,Violent
TWISTED METAL BLACK,1,0,0,1,TWISTED METAL,,SONY ,INCOG INC. ENTERTAINMENT,RACING,COMBAT ORIENTED RACING,01-Jun-01,2001,6,M,NO,87.80000305,51.00,0.00,0.00,0,4,0,1,567594,23.38,74.51%,33.00,953836,31.37,No,Yes,Non violent
TY TASMANIAN TIGER,3,1,1,1,TY THE TASMANIAN TIGER,,ELECTRONIC ARTS,KROME STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-02,2002,10,E,NO,69.16666412,26.67,0.00,0.00,0,39,0,12,549426,12.43,78.37%,22.00,741164,15.87,No,Yes,Violent
TY TASMANIAN TIGER 2: BUSH RESCU,3,1,1,1,TY THE TASMANIAN TIGER,,ELECTRONIC ARTS,KROME STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-04,2004,10,E,NO,71.43333435,19.33,12.43,12.43,0,53,3,99,236061,4.55,68.17%,19.33,344337,6.68,No,Yes,Violent
UEFA EURO 2004: PORTUGAL,2,0,1,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,SOCCER,01-May-04,2004,5,E,NO,75.30000305,37.50,0.00,0.00,0,5,0,19,69180,2.56,92.85%,35.50,78019,2.76,No,Yes,Non violent
UFC: SUDDEN IMPACT,1,0,0,1,ULTIMATE FIGHTING CHAMPIONSHIP,,TAKE 2 INTERACTIVE ,OPUS,FIGHTING,FIGHT/HEAD TO HEAD,01-Apr-04,2004,4,T,NO,57.29999924,19.00,5.63,5.63,0,17,1,26,39888,0.75,81.44%,18.00,52868,0.93,No,No,Violent
UFC: TAPOUT,1,0,1,0,ULTIMATE FIGHTING CHAMPIONSHIP,,CRAVE ,ANCHOR,FIGHTING,FIGHT/HEAD TO HEAD,01-Feb-02,2002,2,T,NO,71.59999847,48.00,0.00,0.00,0,4,0,2,88827,4.26,93.32%,43.00,105698,4.56,No,No,Violent
UFC: TAPOUT 2,1,0,1,0,ULTIMATE FIGHTING CHAMPIONSHIP,,TAKE 2 INTERACTIVE ,DREAMFACTORY,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-03,2003,3,T,NO,68.90000153,34.00,4.26,4.26,0,9,1,7,38304,1.20,79.46%,26.00,59102,1.51,No,No,Violent
UFC: THROWDOWN,2,1,0,1,ULTIMATE FIGHTING CHAMPIONSHIP,,CRAVE ,ANCHOR,FIGHTING,FIGHT/HEAD TO HEAD,01-Jun-02,2002,6,T,NO,64.90000153,46.00,0.00,0.00,0,14,0,8,136876,6.25,91.37%,33.50,174095,6.84,No,No,Violent
ULTIMATE BEACH SOCCER,1,0,1,0,,,DREAMCATCHER INTERACTIVE,WANADOO EDITION,SPORTS,SOCCER,01-Oct-03,2003,10,E,NO,44.20000076,30.00,0.00,0.00,0,1,0,5,4142,0.10,83.28%,22.00,5148,0.11,No,No,Non violent
ULTIMATE MUSCLE:LGNDS,1,1,0,0,ULTIMATE MUSCLE,ULTIMATE MUSCLE,BANDAI ,AKI,FIGHTING,WRESTLING,01-Jun-03,2003,6,T,NO,79.19999695,45.00,0.00,0.00,0,2,0,3,30602,1.32,93.37%,41.00,34438,1.41,No,No,Violent
ULTRA BUST A MOVE,1,0,1,0,BUST A MOVE,,MAJESCO,TAITO,FAMILY ,PUZZLE GAMES,01-Nov-04,2004,11,E,YES,73,19.00,0.00,0.00,0,0,0,5,16887,0.33,61.44%,20.00,27246,0.53,No,No,Non violent
UNDER THE SKIN,1,0,0,1,,,CAPCOM USA,CAPCOM PRODUCTION STUDIO 4,ACTION,GENERAL ACTION,01-Oct-04,2004,10,T,NO,58.5,40.00,0.00,0.00,0,40,0,82,1565,0.06,34.52%,25.00,7345,0.18,No,No,Violent
UNISON:RHYTHM & DANCE,1,0,0,1,,,TECMO,TECMO,FAMILY ,MUSIC/DANCE GAMES,01-Mar-01,2001,3,E,NO,69,46.00,0.00,0.00,0,2,0,0,11422,0.49,83.88%,36.00,16317,0.59,No,No,Non violent
UNIVERSAL STUDIO:PARK,1,1,0,0,,,KEMCO AMERICA,NAI'A DIGITAL WORKS,ACTION,GENERAL ACTION,01-Dec-01,2001,12,E,NO,32,50.00,0.00,0.00,0,2,0,0,41841,1.66,82.39%,31.00,63888,2.01,No,No,Violent
UNLIMITED SAGA,1,0,0,1,,,SQUARE ENIX INC ,SQUARE ENIX,RPG,RPG,01-Jun-03,2003,6,T,NO,49.79999924,37.00,0.00,0.00,0,15,0,28,63901,2.08,89.51%,29.00,80001,2.33,No,No,Non violent
UNREAL CHAMPIONSHIP,1,0,1,0,UNREAL,,ATARI,DIGITAL EXTREMES,SHOOTER,1ST PERSON SHOOTER,01-Nov-02,2002,11,M,YES,83.80000305,49.00,0.00,0.00,0,6,0,1,366838,14.63,90.41%,35.00,460365,16.19,No,No,Violent
UNREAL II: THE AWAKENING,1,0,1,0,UNREAL,,ATARI,LEGEND ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Feb-04,2004,2,M,YES,64.30000305,35.00,14.63,14.63,0,11,1,19,93670,3.29,92.78%,33.00,108515,3.55,No,No,Violent
UNREAL TOURNAMENT,1,0,0,1,UNREAL,,ATARI,EPIC GAMES,SHOOTER,1ST PERSON SHOOTER,01-Oct-00,2000,10,M,NO,76.80000305,49.00,0.00,0.00,0,2,0,0,135789,5.64,71.75%,34.00,233284,7.86,No,No,Violent
VAMPIRE NIGHT,2,0,0,2,,,NAMCO,WOW ENTERTAINMENT,SHOOTER,OTHER SHOOTER,01-Nov-01,2001,11,T,NO,66.30000305,54.00,0.00,0.00,0,10,0,2,66572,3.75,96.94%,53.50,69073,3.87,No,No,Violent
VAN HELSING,2,0,1,1,,OTHER,VIVENDI UNIVERSAL ,SAFFIRE,ACTION,GENERAL ACTION,01-May-04,2004,5,T,NO,68.60000229,37.50,0.00,0.00,0,61,0,140,217842,8.14,91.43%,33.50,262385,8.91,Vivendi,Yes,Violent
VEXX,3,1,1,1,,,ACCLAIM  ,ACCLAIM STUDIOS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Feb-03,2003,2,T,NO,69.19999949,32.67,0.00,0.00,0,42,0,54,160628,5.17,90.16%,29.00,196920,5.74,No,No,Violent
VICTORIOUS BOXERS,1,0,0,1,,,EMPIRE INTERACTIVE,NEW CORPORATION,SPORTS,BOXING,01-Nov-01,2001,11,T,NO,74.09999847,51.00,0.00,0.00,0,1,0,1,33810,1.64,93.58%,46.00,38156,1.75,No,No,Non violent
VIETCONG: PURPLE HAZE,2,0,1,1,VIETCONG,,TAKE 2 INTERACTIVE ,PTERODON,SHOOTER,SQUAD BASED COMBAT,01-Sep-04,2004,9,M,NO,54.84999847,37.50,0.00,0.00,0,8,0,18,63225,2.36,73.10%,34.00,96297,3.23,No,No,Violent
VIEWTIFUL JOE,2,1,0,1,VIEWTIFUL JOE,,CAPCOM USA,CAPCOM PRODUCTION STUDIO 4,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-03,2003,8,T,NO,90.14999771,32.50,0.00,0.00,1,42,0,59,340823,11.36,90.60%,29.00,398975,12.54,No,No,Violent
VIEWTIFUL JOE 2,2,1,0,1,VIEWTIFUL JOE,,CAPCOM USA,CLOVER STUDIO,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-04,2004,11,T,NO,84.29999924,36.50,9.63,9.63,1,41,1,77,80231,2.90,61.06%,29.50,158483,4.76,No,No,Violent
VIRTUA FIGHTER 4,1,0,0,1,VIRTUA FIGHTER,,SEGA OF AMERICA,AM2,FIGHTING,FIGHT/HEAD TO HEAD,01-Mar-02,2002,3,T,NO,91.5,41.00,0.00,0.00,0,9,0,7,533865,21.32,92.72%,37.00,623851,23.00,No,No,Violent
VIRTUA FIGHTER 4: EVO,1,0,0,1,VIRTUA FIGHTER,,SEGA OF AMERICA,AM2,FIGHTING,FIGHT/HEAD TO HEAD,01-Aug-03,2003,8,T,NO,92.40000153,19.00,21.32,21.32,0,8,1,17,206389,3.82,84.59%,17.00,258750,4.52,No,No,Violent
VIRTUA STRIKER 2002,1,1,0,0,VIRTUA STRIKE,WCS (WORLD CUP SOCCER),SEGA OF AMERICA,AMUSEMENT VISION,SPORTS,SOCCER,01-May-02,2002,5,E,NO,59.90000153,49.00,0.00,0.00,0,6,0,1,6810,0.31,74.11%,38.00,11109,0.42,No,No,Non violent
VIRTUAL-ON MARZ,1,0,0,1,VIRTUAL ON,,SEGA OF AMERICA,HITMAKER,ACTION,GENERAL ACTION,01-Oct-03,2003,10,T,NO,55.5,50.00,0.00,0.00,0,31,0,50,12355,0.47,88.92%,36.00,14578,0.52,No,No,Violent
VOODOO VINCE,1,0,1,0,,,MICROSOFT ,BEEP INDUSTRIES,ACTION,PLATFORM/SCROLLING CHARACTER,01-Sep-03,2003,9,T,NO,77.19999695,40.00,0.00,0.00,0,9,0,12,50226,1.41,82.55%,25.00,67433,1.70,No,No,Violent
V-RALLY 3,2,0,1,1,V-RALLY,,ATARI,EDEN STUDIOS,RACING,ACTION ORIENTED RACING,01-Oct-02,2002,3,E,NO,73.95000076,36.50,0.00,0.00,0,35,0,43,24740,0.78,86.44%,27.00,30935,0.90,No,No,Non violent
WAKEBOARDING UNLEASHED,2,0,1,1,,,ACTIVISION,SHABA GAMES,SPORTS,EXTREME SPORTS,01-Jun-03,2003,6,E,NO,81.60000229,46.00,0.00,0.00,0,9,0,49,81002,3.50,93.44%,40.50,92705,3.75,No,No,Non violent
WALLACE & GROMIT IN PROJECT ZOO,3,1,1,1,,,BAM! ,FRONTIER DEVELOPMENTS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Oct-03,2003,10,E,NO,66.36666361,36.33,0.00,0.00,0,42,0,54,127915,3.62,91.05%,27.33,150180,3.97,No,No,Violent
WAR OF THE MONSTERS,1,0,0,1,,,SONY ,INCOG INC. ENTERTAINMENT,FIGHTING,FIGHT/HEAD TO HEAD,01-Jan-03,2003,1,T,NO,78.09999847,40.00,0.00,0.00,0,8,0,17,181172,7.21,94.45%,39.00,196749,7.63,No,Yes,Violent
"WARHAMMER 40,000: FIRE WARRIOR",1,0,0,1,WARHAMMER,,THQ ,KUJU ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Nov-03,2003,11,M,YES,68.5,50.00,0.00,0.00,0,8,0,19,51500,1.65,93.30%,31.00,57855,1.77,No,Yes,Violent
WARIO WORLD,1,1,0,0,WARIO,,NINTENDO OF AMERICA,TREASURE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Jun-03,2003,6,E,NO,71.09999847,49.00,0.00,0.00,0,17,0,17,220752,9.91,86.60%,40.00,285526,11.44,No,No,Violent
"WARIOWARE, INC: PARTY",1,1,0,0,WARIO,,NINTENDO OF AMERICA,NINTENDO COMPANY,FAMILY ,PARTY GAMES,01-Apr-04,2004,4,E,NO,77.69999695,29.00,9.91,9.91,0,2,1,8,109329,3.12,79.91%,29.00,136825,3.91,No,No,Non violent
WARRIORS OF MIGHT & MAGIC,1,0,0,1,MIGHT & MAGIC,,THE 3DO COMPANY,THE 3DO COMPANY,RPG,RPG,01-Mar-01,2001,3,T,NO,49.79999924,38.00,0.00,0.00,0,12,0,4,50023,1.82,86.69%,31.00,68174,2.10,No,No,Non violent
WAVE RACE: BLUE STORM,1,1,0,0,WAVE RACE,,NINTENDO OF AMERICA,NINTENDO SOFTWARE TECHNOLOGY,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,E,NO,82.40000153,50.00,0.00,0.00,0,3,0,0,258547,12.64,88.59%,42.00,336174,14.27,No,No,Non violent
WAVE RALLY,1,0,0,1,,,EIDOS INTERACTIVE ,OPUS,RACING,ACTION ORIENTED RACING,01-Nov-01,2001,11,E,NO,62,50.00,0.00,0.00,0,23,0,4,45436,1.76,67.47%,24.00,106814,2.61,No,No,Non violent
WAY OF THE SAMURAI,1,0,0,1,WAY OF THE SAMURAI,,BAM! ,ACQUIRE,ACTION,GENERAL ACTION,01-May-02,2002,5,M,NO,73.69999695,48.00,0.00,0.00,0,34,0,15,86259,4.01,90.47%,43.00,103982,4.43,No,No,Violent
WAY OF THE SAMURAI 2,1,0,0,1,WAY OF THE SAMURAI,,CAPCOM USA,ACQUIRE,ACTION,GENERAL ACTION,01-Jul-04,2004,7,M,NO,61.79999924,40.00,4.01,4.01,0,40,1,82,36937,1.47,94.30%,40.00,39272,1.56,No,No,Violent
WDL: THUNDER TANKS,1,0,0,1,WORLD DESTRUCTION LEAGUE,,THE 3DO COMPANY,THE 3DO COMPANY,SHOOTER,MECHANIZED SHOOTER,01-Dec-00,2000,12,T,NO,66.90000153,50.00,0.00,0.00,0,2,0,0,40413,1.46,75.27%,28.00,68127,1.94,No,No,Violent
WDL: WAR JETZ,1,0,0,1,WORLD DESTRUCTION LEAGUE,,THE 3DO COMPANY,,FLIGHT,AIR COMBAT SIMULATIONS,01-Jun-01,2001,6,T,NO,54.59999847,44.00,1.46,1.46,0,3,1,0,12321,0.49,87.77%,35.00,16014,0.56,No,No,Non violent
WHACKED,1,0,1,0,,,MICROSOFT ,PRESTO STUDIOS,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-02,2002,10,T,YES,66.19999695,49.00,0.00,0.00,0,4,0,2,38592,1.28,81.11%,29.00,54856,1.58,No,No,Violent
WHEEL OF FORTUNE,1,0,0,1,WHEEL OF FORTUNE,OTHER,ATARI,ARTECH STUDIOS,FAMILY ,QUIZ/GAME SHOW GAMES,01-Nov-03,2003,11,E,NO,58.70000076,29.00,0.00,0.00,0,1,0,0,202271,4.72,79.66%,22.00,263799,5.92,No,No,Non violent
WHIPLASH,2,0,1,1,,,EIDOS INTERACTIVE ,CRYSTAL DYNAMICS,ACTION,PLATFORM/SCROLLING CHARACTER,01-Nov-03,2003,11,T,NO,69.04999924,40.00,0.00,0.00,0,25,0,37,65163,1.97,88.94%,28.00,77473,2.22,No,No,Violent
WHIRL TOUR,2,1,0,1,,,CRAVE ,PAPAYA STUDIO,SPORTS,EXTREME SPORTS,01-Nov-02,2002,11,E,NO,61.95000076,40.00,0.00,0.00,0,27,0,17,52460,0.53,46.01%,10.00,115753,1.14,No,No,Non violent
WHITEOUT,2,0,1,1,,,KONAMI DIGITAL ENT.,VICARIOUS VISIONS,SPORTS,EXTREME SPORTS,01-Nov-02,2002,11,T,NO,51.35000038,45.00,0.00,0.00,0,26,0,21,21357,0.40,88.65%,19.50,24831,0.45,No,No,Non violent
WILD ARMS 3,1,0,0,1,WILD ARMS,,SONY ,MEDIA VISION,RPG,RPG,01-Oct-02,2002,10,T,NO,76.59999847,39.00,0.00,0.00,0,10,0,17,100329,3.63,88.18%,33.00,125393,4.12,No,Yes,Non violent
WILD WILD RACING,1,0,0,1,,,INTERPLAY PRODUCTIONS,RAGE SOFTWARE,RACING,ACTION ORIENTED RACING,01-Oct-00,2000,10,E,NO,68.59999847,48.00,0.00,0.00,0,3,0,0,64818,2.34,83.81%,33.00,84144,2.79,No,No,Non violent
WINBACK: COVERT OPERATION,1,0,0,1,,,KOEI,KOEI,ACTION,STEALTH ACTION,01-Mar-01,2001,3,T,NO,68.40000153,50.00,0.00,0.00,0,1,0,0,96348,4.79,91.92%,45.00,116585,5.21,No,No,Violent
WINGS OF WAR,1,0,1,0,,,TAKE 2 INTERACTIVE ,SILVER WISH GAMES,FLIGHT,AIR COMBAT SIMULATIONS,01-Sep-04,2004,9,T,NO,65,20.00,0.00,0.00,0,0,0,4,31059,0.63,83.69%,20.00,37505,0.75,No,No,Non violent
WINNING ELEVEN 6 INTL,1,0,0,1,WORLD SOCCER WINNING ELEVEN,WCS (WORLD CUP SOCCER),KONAMI DIGITAL ENT.,KONAMI,SPORTS,SOCCER,01-Mar-03,2003,3,E,NO,90.30000305,41.00,0.00,0.00,0,2,0,9,89348,3.64,97.96%,40.00,92026,3.72,No,No,Non violent
WIPEOUT FUSION,1,0,0,1,WIPEOUT,,BAM! ,SONY COMPUTER ENTERTAINMENT,RACING,ACTION ORIENTED RACING,01-Jun-02,2002,6,E,NO,84.30000305,46.00,0.00,0.00,0,15,0,28,68660,2.89,87.20%,34.00,97817,3.31,No,No,Non violent
WIZARDRY: FORSAKEN,1,0,0,1,WIZARDRY,,ATLUS,RACDYM,RPG,RPG,01-Dec-01,2001,12,T,NO,69,47.00,0.00,0.00,0,12,0,4,30951,1.48,90.79%,47.00,34749,1.63,No,No,Non violent
WOLFENSTEIN:OPERATION,1,0,0,1,WOLFENSTEIN,,ACTIVISION,RASTER PRODUCTIONS,SHOOTER,1ST PERSON SHOOTER,01-May-03,2003,5,M,NO,69,46.00,0.00,0.00,0,8,0,19,166249,6.94,88.90%,38.00,207786,7.80,No,No,Violent
WOLFENSTEIN:TIDES WAR,1,0,1,0,WOLFENSTEIN,,ACTIVISION,NERVE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-May-03,2003,5,M,YES,84.19999695,47.00,0.00,0.00,0,10,0,8,289532,12.19,87.05%,37.00,379711,14.00,No,No,Violent
WOODY WOODPECKER:BUZZ,1,0,0,1,WOODY WOODPECKER,OTHER,DREAMCATCHER INTERACTIVE,EKO SOFTWARE,ACTION,PLATFORM/SCROLLING CHARACTER,01-Feb-02,2002,2,E,NO,61.70000076,25.00,0.00,0.00,0,14,0,10,15659,0.39,84.48%,24.00,19196,0.46,No,No,Violent
WORLD CHAMPIONSHIP POKER,2,0,1,1,,,CRAVE ,CORESOFT,FAMILY ,CASINO GAMES,01-Nov-04,2004,11,E,YES,66.19999695,19.50,0.00,0.00,0,2,0,0,402966,7.79,47.10%,19.50,848033,16.53,No,No,Non violent
WORLD CHAMPIONSHIP POOL 2004,2,0,1,1,,OTHER,JALECO,BLADE INTERACTIVE STUDIOS,SPORTS,BILLIARDS/POOL,01-Dec-03,2003,4,E,NO,64.49999809,38.50,0.00,0.00,0,1,0,2,35431,1.37,94.65%,37.50,38502,1.45,No,No,Non violent
